-5.000000	-0.839072
-4.980000	-0.859988
-4.960000	-0.879244
-4.940000	-0.896867
-4.920000	-0.912883
-4.900000	-0.927319
-4.880000	-0.940202
-4.860000	-0.951560
-4.840000	-0.961417
-4.820000	-0.969802
-4.800000	-0.976741
-4.780000	-0.982260
-4.760000	-0.986388
-4.740000	-0.989149
-4.720000	-0.990572
-4.700000	-0.990682
-4.680000	-0.989507
-4.660000	-0.987072
-4.640000	-0.983406
-4.620000	-0.978535
-4.600000	-0.972486
-4.580000	-0.965285
-4.560000	-0.956958
-4.540000	-0.947534
-4.520000	-0.937038
-4.500000	-0.925498
-4.480000	-0.912939
-4.460001	-0.899390
-4.440001	-0.884875
-4.420001	-0.869424
-4.400001	-0.853062
-4.380001	-0.835815
-4.360001	-0.817711
-4.340001	-0.798776
-4.320001	-0.779038
-4.300001	-0.758522
-4.280001	-0.737256
-4.260001	-0.715267
-4.240001	-0.692580
-4.220001	-0.669224
-4.200001	-0.645224
-4.180001	-0.620607
-4.160001	-0.595401
-4.140001	-0.569632
-4.120001	-0.543327
-4.100001	-0.516511
-4.080001	-0.489213
-4.060001	-0.461459
-4.040001	-0.433276
-4.020001	-0.404690
-4.000001	-0.375729
-3.980001	-0.346418
-3.960001	-0.316785
-3.940001	-0.286857
-3.920001	-0.256659
-3.900001	-0.226220
-3.880001	-0.195566
-3.860001	-0.164723
-3.840001	-0.133718
-3.820001	-0.102579
-3.800001	-0.071331
-3.780001	-0.040002
-3.760001	-0.008618
-3.740001	0.022794
-3.720001	0.054207
-3.700001	0.085595
-3.680001	0.116930
-3.660001	0.148187
-3.640001	0.179337
-3.620001	0.210355
-3.600001	0.241213
-3.580001	0.271885
-3.560001	0.302345
-3.540001	0.332565
-3.520001	0.362519
-3.500001	0.392179
-3.480001	0.421520
-3.460001	0.450514
-3.440001	0.479134
-3.420002	0.507355
-3.400002	0.535148
-3.380002	0.562488
-3.360002	0.589347
-3.340002	0.615700
-3.320002	0.641518
-3.300002	0.666776
-3.280002	0.691447
-3.260002	0.715503
