-5.000000	0.038462
-2.500000	0.137931
0.000000	1.000000
2.500000	0.137931
5.000000	0.038462


-5.000000	0.038462
-3.000000	0.100000
-1.000000	0.500000
1.000000	0.500000
3.000000	0.100000
5.000000	0.038462


-5.000000	0.038462
-3.888889	0.062021
-2.777778	0.114731
-1.666667	0.264706
-0.555555	0.764151
0.555556	0.764151
1.666667	0.264706
2.777778	0.114731
3.888889	0.062021
5.000000	0.038462


-5.000000	0.038462
-4.473684	0.047588
-3.947368	0.060307
-3.421052	0.078718
-2.894737	0.106615
-2.368421	0.151299
-1.842105	0.227617
-1.315789	0.366126
-0.789474	0.616041
-0.263158	0.935233
0.263158	0.935233
0.789474	0.616041
1.315790	0.366126
1.842105	0.227617
2.368422	0.151299
2.894737	0.106615
3.421053	0.078718
3.947369	0.060307
4.473684	0.047588
5.000000	0.038462


