-10.000000	0.011109
-9.990000	0.011193
-9.980000	0.011277
-9.969999	0.011361
-9.959999	0.011447
-9.949999	0.011533
-9.939999	0.011619
-9.929998	0.011706
-9.919998	0.011794
-9.909998	0.011882
-9.899998	0.011970
-9.889997	0.012060
-9.879997	0.012150
-9.869997	0.012240
-9.859997	0.012331
-9.849997	0.012423
-9.839996	0.012515
-9.829996	0.012608
-9.819996	0.012702
-9.809996	0.012796
-9.799995	0.012891
-9.789995	0.012986
-9.779995	0.013082
-9.769995	0.013179
-9.759995	0.013276
-9.749994	0.013374
-9.739994	0.013472
-9.729994	0.013572
-9.719994	0.013671
-9.709993	0.013772
-9.699993	0.013873
-9.689993	0.013975
-9.679993	0.014077
-9.669992	0.014180
-9.659992	0.014284
-9.649992	0.014389
-9.639992	0.014494
-9.629992	0.014599
-9.619991	0.014706
-9.609991	0.014813
-9.599991	0.014921
-9.589991	0.015029
-9.579990	0.015139
-9.569990	0.015249
-9.559990	0.015359
-9.549990	0.015470
-9.539989	0.015583
-9.529989	0.015695
-9.519989	0.015809
-9.509989	0.015923
-9.499989	0.016038
-9.489988	0.016153
-9.479988	0.016270
-9.469988	0.016387
-9.459988	0.016505
-9.449987	0.016623
-9.439987	0.016743
-9.429987	0.016863
-9.419987	0.016984
-9.409986	0.017105
-9.399986	0.017228
-9.389986	0.017351
-9.379986	0.017475
-9.369986	0.017599
-9.359985	0.017725
-9.349985	0.017851
-9.339985	0.017978
-9.329985	0.018106
-9.319984	0.018235
-9.309984	0.018364
-9.299984	0.018494
-9.289984	0.018625
-9.279984	0.018757
-9.269983	0.018890
-9.259983	0.019023
-9.249983	0.019157
-9.239983	0.019293
-9.229982	0.019428
-9.219982	0.019565
-9.209982	0.019703
-9.199982	0.019841
-9.189981	0.019981
-9.179981	0.020121
-9.169981	0.020262
-9.159981	0.020404
-9.149981	0.020547
-9.139980	0.020690
-9.129980	0.020835
-9.119980	0.020980
-9.109980	0.021126
-9.099979	0.021273
-9.089979	0.021421
-9.079979	0.021570
-9.069979	0.021720
-9.059978	0.021871
-9.049978	0.022023
-9.039978	0.022175
-9.029978	0.022329
-9.019978	0.022483
-9.009977	0.022638
-8.999977	0.022795
-8.989977	0.022952
-8.979977	0.023110
-8.969976	0.023269
-8.959976	0.023429
-8.949976	0.023590
-8.939976	0.023752
-8.929976	0.023915
-8.919975	0.024079
-8.909975	0.024243
-8.899975	0.024409
-8.889975	0.024576
-8.879974	0.024744
-8.869974	0.024913
-8.859974	0.025082
