-10.000000	0.010743
-7.600000	0.056610
-5.200000	0.196024
-2.800000	0.501443
-0.400000	0.802474
2.000000	1.010060
4.400001	0.865075
6.800001	0.491699
9.200001	0.199012
11.600000	0.053669
14.000000	0.011288


-10.000000	0.011534
-9.760000	0.012744
-9.520000	0.015924
-9.280001	0.018486
-9.040001	0.023057
-8.800001	0.025925
-8.560001	0.029820
-8.320002	0.035091
-8.080002	0.042851
-7.840002	0.046970
-7.600002	0.054393
-7.360003	0.062022
-7.120003	0.075752
-6.880003	0.087964
-6.640003	0.095555
-6.400003	0.105454
-6.160004	0.130298
-5.920004	0.136251
-5.680004	0.154630
-5.440004	0.183913
-5.200005	0.188174
-4.960005	0.230820
-4.720005	0.244581
-4.480005	0.259850
-4.240005	0.286967
-4.000006	0.317258
-3.760006	0.350907
-3.520006	0.374643
-3.280006	0.403925
-3.040006	0.453566
-2.800006	0.486884
-2.560006	0.497899
-2.320006	0.565451
-2.080006	0.569191
-1.840006	0.623909
-1.600006	0.668942
-1.360006	0.702765
-1.120006	0.746363
-0.880006	0.796031
-0.640006	0.784625
-0.400006	0.860160
-0.160006	0.821581
0.079994	0.876906
0.319994	0.914560
0.559994	0.969567
0.799994	0.974005
1.039994	0.976843
1.279994	1.011757
1.519994	1.028888
1.759994	1.030282
1.999994	1.015464
2.239994	1.035320
2.479994	1.023581
2.719994	0.952898
2.959994	0.925322
3.199994	1.003688
3.439994	0.933213
3.679994	0.908236
3.919994	0.865110
4.159994	0.873821
4.399994	0.873003
4.639994	0.821184
4.879993	0.782887
5.119993	0.743859
5.359993	0.722814
5.599993	0.636062
5.839993	0.606354
6.079992	0.581721
6.319992	0.566691
6.559992	0.544525
6.799992	0.488808
7.039991	0.449942
7.279991	0.436607
7.519991	0.400632
7.759991	0.370213
7.999990	0.333700
8.239990	0.298260
8.479990	0.269079
8.719990	0.245351
8.959990	0.218611
9.199989	0.194255
9.439989	0.172287
9.679989	0.155230
9.919989	0.135559
10.159988	0.123592
10.399988	0.108366
10.639988	0.093381
10.879988	0.088120
11.119987	0.076183
11.359987	0.063625
11.599987	0.055952
11.839987	0.049492
12.079987	0.039872
12.319986	0.034469
12.559986	0.029997
12.799986	0.026978
13.039986	0.021397
13.279985	0.018563
13.519985	0.015199
13.759985	0.013678
13.999985	0.010915


