1	0.000000	-33.490486
2	0.000000	0.147173
3	0.080832	0.220594
4	0.161380	0.293815
5	0.242232	0.366771
6	0.322234	0.439396
7	0.402842	0.511625
8	0.482036	0.583392
9	0.562142	0.654634
10	0.640268	0.725286
11	0.719613	0.795286
12	0.796417	0.864570
13	0.874749	0.933079
14	0.949981	1.000750
15	1.027052	1.067525
16	1.100469	1.133344
17	1.176039	1.198151
18	1.247402	1.261888
19	1.321239	1.324501
20	1.390322	1.385936
21	1.462202	1.446140
22	1.528786	1.505063
23	1.598495	1.562654
24	1.662371	1.618865
25	1.729706	1.673651
26	1.790678	1.726966
27	1.855448	1.778767
28	1.913331	1.829012
29	1.975358	1.877662
30	2.029979	1.924678
31	2.089097	1.970026
32	2.140300	2.013670
33	2.196358	2.055578
34	2.243998	2.095721
35	2.296860	2.134069
36	2.340809	2.170597
37	2.390354	2.205280
38	2.430498	2.238096
39	2.476621	2.269026
40	2.512865	2.298051
41	2.555476	2.325155
42	2.587737	2.350326
43	2.626764	2.373550
44	2.654981	2.394819
45	2.690367	2.414127
46	2.714492	2.431466
47	2.746199	2.446836
48	2.766201	2.460235
49	2.794209	2.471665
50	2.810075	2.481128
51	2.834377	2.488632
52	2.846113	2.494184
53	2.866722	2.497793
54	2.874347	2.499473
55	2.891292	2.499236
56	2.894845	2.497100
57	2.908170	2.493082
58	2.907705	2.487203
59	2.917474	2.479485
60	2.913060	2.469951
61	2.919349	2.458629
62	2.911072	2.445545
63	2.913975	2.430729
64	2.901936	2.414214
65	2.901559	2.396031
66	2.885873	2.376215
67	2.882339	2.354804
68	2.863134	2.331835
69	2.856577	2.307348
70	2.833996	2.281383
71	2.824563	2.253983
72	2.798761	2.225193
73	2.786612	2.195056
74	2.757753	2.163619
75	2.743058	2.130930
76	2.711318	2.097038
77	2.694258	2.061991
78	2.659824	2.025842
79	2.640588	1.988640
80	2.603653	1.950439
81	2.582438	1.911292
82	2.543204	1.871254
83	2.520215	1.830377
84	2.478890	1.788718
85	2.454338	1.746331
86	2.411135	1.703274
87	2.385234	1.659603
88	2.340371	1.615374
89	2.313340	1.570644
90	2.267039	1.525470
91	2.239100	1.479910
92	2.191582	1.434020
93	2.162957	1.387857
94	2.114448	1.341479
95	2.085360	1.294942
96	2.036083	1.248303
97	2.006755	1.201617
98	1.956931	1.154940
99	1.927583	1.108328
100	1.877433	1.061835
101	1.848282	1.015514
102	1.798022	0.969419
103	1.769282	0.923603
104	1.719123	0.878117
