1	0.171845	0.073620
2	2.031407	0.147173
3	1.749498	0.220594
4	2.278029	0.293815
5	1.296525	0.366771
6	1.047484	0.439396
7	0.869446	0.511625
8	1.323911	0.583392
9	1.850821	0.654634
10	1.247991	0.725286
11	1.979963	0.795286
12	1.865989	0.864570
13	1.867566	0.933079
14	1.045008	1.000750
15	2.319374	1.067525
16	2.362267	1.133344
17	2.306733	1.198151
18	2.987947	1.261888
19	3.081818	1.324501
20	3.372406	1.385936
21	1.948559	1.446140
22	2.421086	1.505063
23	2.172060	1.562654
24	2.301186	1.618865
25	2.323718	1.673651
26	3.098919	1.726966
27	3.578705	1.778767
28	2.077184	1.829012
29	3.133563	1.877662
30	3.293032	1.924678
31	3.319488	1.970026
32	3.871495	2.013670
33	3.766012	2.055578
34	3.191252	2.095721
35	3.428226	2.134069
36	2.325418	2.170597
37	3.881840	2.205280
38	2.894912	2.238096
39	2.996414	2.269026
40	2.389611	2.298051
41	2.869318	2.325155
42	3.562523	2.350326
43	4.210435	2.373550
44	3.473346	2.394819
45	4.166927	2.414127
46	4.032003	2.431466
47	3.490994	2.446836
48	4.020542	2.460235
49	3.513910	2.471665
50	2.703471	2.481128
51	4.226472	2.488632
52	2.627162	2.494184
53	3.945802	2.497793
54	4.199838	2.499473
55	2.628166	2.499236
56	4.049951	2.497100
57	3.748519	2.493082
58	3.504395	2.487203
59	2.704903	2.479485
60	2.655059	2.469951
61	3.001228	2.458629
62	3.526027	2.445545
63	3.674736	2.430729
64	2.755562	2.414214
65	3.692658	2.396031
66	2.998870	2.376215
67	3.295659	2.354804
68	2.780701	2.331835
69	3.852774	2.307348
70	2.845644	2.281383
71	4.195139	2.253983
72	2.572640	2.225193
73	3.077216	2.195056
74	2.452533	2.163619
75	3.591289	2.130930
76	3.182837	2.097038
77	2.321659	2.061991
78	3.615556	2.025842
79	2.795712	1.988640
80	3.740367	1.950439
81	2.406047	1.911292
82	3.009419	1.871254
83	2.998591	1.830377
84	3.613192	1.788718
85	3.482594	1.746331
86	2.091270	1.703274
87	2.165451	1.659603
88	2.489385	1.615374
89	1.670726	1.570644
90	2.021058	1.525470
91	3.116858	1.479910
92	2.997418	1.434020
93	3.135526	1.387857
94	2.741770	1.341479
95	2.379119	1.294942
96	1.906741	1.248303
97	2.804417	1.201617
98	2.169480	1.154940
99	2.491965	1.108328
100	2.546489	1.061835
101	2.243263	1.015514
102	1.766738	0.969419
103	1.531697	0.923603
104	1.999723	0.878117
105	1.667269	0.833012
106	1.056956	0.788338
107	1.942725	0.744144
108	1.068298	0.700477
109	1.642514	0.657384
110	2.115901	0.614911
111	1.531432	0.573101
112	2.180235	0.531999
113	2.447678	0.491645
114	1.784226	0.452080
115	1.915134	0.413343
116	0.835041	0.375472
117	1.027953	0.338502
118	0.765604	0.302467
119	1.195619	0.267401
120	0.239056	0.233335
121	1.402235	0.200298
122	0.401998	0.168319
123	0.243778	0.137423
124	1.454404	0.107636
125	0.448593	0.078980
126	1.212266	0.051476
127	1.032330	0.025144
128	1.889075	-0.000000
129	1.447864	-0.023939
130	0.256230	-0.046659
131	-0.030127	-0.068149
132	1.614735	-0.088398
133	-0.088052	-0.107398
134	-0.100125	-0.125142
135	1.609388	-0.141626
136	0.553193	-0.156846
137	0.134275	-0.170802
138	1.169976	-0.183493
139	1.350296	-0.194924
140	1.297817	-0.205098
141	1.333975	-0.214020
142	1.021079	-0.221699
143	1.244586	-0.228145
144	1.285033	-0.233368
145	0.115693	-0.237381
146	1.677927	-0.240200
147	0.341910	-0.241839
148	0.876252	-0.242317
149	1.545878	-0.241653
150	1.310792	-0.239867
151	0.937342	-0.236983
152	0.258472	-0.233023
153	0.976405	-0.228013
154	1.668853	-0.221979
155	0.330253	-0.214949
156	0.457520	-0.206952
157	-0.140566	-0.198018
158	0.460201	-0.188178
159	0.861639	-0.177464
160	0.308805	-0.165911
161	1.834518	-0.153552
162	1.642851	-0.140423
163	-0.112459	-0.126561
164	1.062912	-0.112001
165	-0.051354	-0.096783
166	1.259232	-0.080945
167	0.921746	-0.064526
168	0.651590	-0.047566
169	1.646533	-0.030104
170	0.928147	-0.012183
171	1.989892	0.006158
172	0.339912	0.024875
173	1.555980	0.043928
174	1.634643	0.063275
175	1.213069	0.082873
176	2.046013	0.102680
177	0.561580	0.122655
178	1.832837	0.142753
179	0.791385	0.162935
180	0.437817	0.183157
181	1.793948	0.203378
182	2.117190	0.223556
183	1.670160	0.243651
184	1.031156	0.263622
185	1.466205	0.283428
186	1.628016	0.303030
187	1.635054	0.322389
188	1.549163	0.341466
189	0.963663	0.360223
190	1.754496	0.378624
191	1.221782	0.396633
192	1.266114	0.414214
193	1.477144	0.431332
194	2.165056	0.447954
195	1.871029	0.464048
196	0.827724	0.479582
197	2.061123	0.494525
198	2.083245	0.508850
199	1.357092	0.522527
200	0.631783	0.535529
201	0.597624	0.547832
202	1.743264	0.559410
203	1.631504	0.570241
204	0.767478	0.580303
205	1.760193	0.589576
206	1.996378	0.598040
207	1.487932	0.605679
208	1.872316	0.612476
209	1.410639	0.618417
210	2.225815	0.623488
211	1.576381	0.627678
212	1.827733	0.630977
213	0.825621	0.633376
214	2.143275	0.634868
215	1.748528	0.635448
216	1.679265	0.635112
217	1.659757	0.633857
218	1.157012	0.631681
219	1.248146	0.628587
220	2.376442	0.624576
221	0.895204	0.619651
222	2.399761	0.613818
223	2.007525	0.607084
224	1.685327	0.599456
225	0.613670	0.590945
226	0.973428	0.581560
227	1.209983	0.571316
228	2.046953	0.560225
229	0.908077	0.548303
230	2.393289	0.535567
231	1.121830	0.522035
232	1.143450	0.507725
233	1.622540	0.492658
234	2.189717	0.476857
235	2.333905	0.460344
236	1.982759	0.443143
237	1.040207	0.425278
238	1.713698	0.406778
239	0.759010	0.387668
240	0.576011	0.367977
241	1.428723	0.347734
242	1.692465	0.326970
243	0.494240	0.305716
244	0.834568	0.284001
245	2.109218	0.261860
246	0.260476	0.239326
247	1.526593	0.216431
248	0.266061	0.193211
249	1.987632	0.169701
250	0.335419	0.145935
251	1.372384	0.121950
252	1.938387	0.097782
253	1.128126	0.073465
254	1.929772	0.049038
255	1.564854	0.024538
256	1.820070	0.000000
257	0.664131	-0.024538
258	0.291922	-0.049038
259	-0.035678	-0.073465
260	1.327708	-0.097781
261	1.177865	-0.121950
262	0.186364	-0.145935
263	-0.066185	-0.169701
264	0.856809	-0.193211
265	-0.025574	-0.216431
266	1.373612	-0.239325
267	0.706745	-0.261860
268	1.022653	-0.284001
269	0.295353	-0.305715
270	1.122299	-0.326970
271	0.928421	-0.347734
272	0.394713	-0.367977
273	0.067236	-0.387668
274	0.435238	-0.406778
275	1.569898	-0.425278
276	-0.065307	-0.443143
277	1.253802	-0.460344
278	1.428109	-0.476857
279	0.622625	-0.492658
280	1.231382	-0.507725
281	-0.327544	-0.522035
282	0.211863	-0.535567
283	0.257284	-0.548303
284	0.626136	-0.560225
285	0.670157	-0.571316
286	0.966480	-0.581560
287	1.314023	-0.590945
288	-0.117005	-0.599456
289	0.807296	-0.607084
290	0.238744	-0.613818
291	0.972321	-0.619651
292	0.079970	-0.624576
293	1.311945	-0.628587
294	0.492097	-0.631681
295	0.930643	-0.633857
296	-0.273158	-0.635112
297	-0.420519	-0.635448
298	0.287218	-0.634868
299	0.530093	-0.633376
300	-0.203805	-0.630977
301	0.116399	-0.627678
302	0.299082	-0.623488
303	-0.332475	-0.618417
304	0.396440	-0.612476
305	0.123808	-0.605679
306	0.511837	-0.598040
307	0.502300	-0.589576
308	1.047273	-0.580303
309	-0.146305	-0.570241
310	-0.471187	-0.559410
311	1.066407	-0.547832
312	1.211896	-0.535529
313	1.037036	-0.522527
314	0.340835	-0.508850
315	0.283433	-0.494525
316	0.648392	-0.479582
317	0.788021	-0.464048
318	-0.276873	-0.447954
319	1.024232	-0.431332
320	0.824119	-0.414214
321	0.644843	-0.396633
322	0.127886	-0.378624
323	-0.197590	-0.360223
324	0.824295	-0.341465
325	0.563051	-0.322389
326	0.271974	-0.303030
327	1.420733	-0.283428
328	0.065226	-0.263622
329	0.748290	-0.243651
330	1.763199	-0.223556
331	0.252012	-0.203378
332	1.108779	-0.183157
333	1.002338	-0.162935
334	1.102715	-0.142754
335	0.520358	-0.122655
336	0.703207	-0.102681
337	0.749138	-0.082874
338	1.754565	-0.063275
339	1.402555	-0.043929
340	1.556340	-0.024875
341	0.231427	-0.006157
342	0.843787	0.012183
343	0.508752	0.030104
344	1.253033	0.047565
345	0.403510	0.064526
346	1.321435	0.080945
347	0.403736	0.096783
348	0.613833	0.112001
349	2.122002	0.126560
350	0.233486	0.140423
