88	0.000092	0.000082	0.000073	0.000065	0.000000	0.000000
89	0.000065	0.000082	0.000073	0.000058	0.000000	0.000000
90	0.000065	0.000058	0.000073	0.000052	0.000000	0.000000
91	0.000065	0.000058	0.000052	0.000046	0.000000	0.000000
92	0.000046	0.000058	0.000052	0.000042	0.000000	0.000000
93	0.000046	0.000042	0.000052	0.000037	0.000000	0.000000
94	0.000046	0.000042	0.000037	0.000033	0.000000	0.000000
95	0.000033	0.000042	0.000037	0.000030	0.000000	0.000000
96	0.000033	0.000030	0.000037	0.000026	0.000000	0.000000
97	0.000033	0.000030	0.000026	0.000024	0.000000	0.000000
98	0.000024	0.000030	0.000026	0.000021	0.000000	0.000000
99	0.000024	0.000021	0.000026	0.000019	0.000000	0.000000
100	0.000024	0.000021	0.000019	0.000017	0.000000	0.000000
